Suspeito,id_campo,Setor,status,LON,LAT
0,363,9,False,-42.112041,-22.947012
0,364,9,False,-42.112165,-22.94743
0,365,9,False,-42.112515,-22.947332
1,366,9,False,-42.112706,-22.947503
1,367,9,False,-42.112835,-22.94668
0,368,9,False,-42.112162,-22.946062
1,369,9,False,-42.1121,-22.945958
0,370,9,False,-42.112483,-22.945931
1,371,9,False,-42.112406,-22.944724
0,372,9,False,-42.112983,-22.944278
0,373,9,False,-42.113138,-22.944742
0,374,9,False,-42.113233,-22.944989
0,375,9,False,-42.112871,-22.945191
0,376,9,False,-42.112217,-22.944973
1,377,9,False,-42.11403,-22.944782
0,378,9,False,-42.115082,-22.944202
1,379,9,False,-42.115226,-22.944417
0,380,9,False,-42.114808,-22.945005
0,381,9,False,-42.115521,-22.945232
0,382,9,False,-42.115772,-22.945123
0,383,9,False,-42.116021,-22.945426
0,384,9,False,-42.11607,-22.945185
0,385,9,False,-42.116133,-22.945165
0,386,9,False,-42.116203,-22.945158
0,387,9,False,-42.116655,-22.944705
0,388,9,False,-42.116611,-22.944543
0,389,9,False,-42.116182,-22.943887
0,390,9,False,-42.115299,-22.943793
0,391,9,False,-42.115519,-22.943582
0,392,9,False,-42.116391,-22.943217
0,393,9,False,-42.116603,-22.943213
0,394,9,False,-42.116797,-22.943484
0,395,9,False,-42.116991,-22.943435
0,396,9,False,-42.117695,-22.943194
0,397,9,False,-42.117423,-22.943588
0,398,9,False,-42.117897,-22.944563
0,399,9,False,-42.117851,-22.944932
0,400,9,False,-42.117312,-22.945695
0,401,9,False,-42.116518,-22.946955
1,402,9,False,-42.117001,-22.94661
0,403,9,False,-42.116992,-22.946815
0,404,9,False,-42.117795,-22.946584
0,405,9,False,-42.11757,-22.946435
1,406,9,False,-42.116864,-22.945718
0,407,9,False,-42.116689,-22.945774
0,408,9,False,-42.118943,-22.945749
0,409,9,False,-42.11479,-22.94739
0,410,9,False,-42.114781,-22.947289
1,411,9,False,-42.114488,-22.947441
0,412,9,False,-42.11566,-22.947309
1,413,9,False,-42.115706,-22.947049
0,414,9,False,-42.115917,-22.94694
0,415,9,False,-42.115938,-22.946776
1,416,9,False,-42.116039,-22.946726
0,417,9,False,-42.115609,-22.946888
1,418,9,False,-42.1154,-22.94672
0,419,9,False,-42.115035,-22.946708
0,420,9,False,-42.115005,-22.946577
1,421,9,False,-42.114343,-22.946762
1,422,9,False,-42.114396,-22.946772
1,423,9,False,-42.114192,-22.946854
1,424,9,False,-42.113432,-22.946897
1,425,9,False,-42.113139,-22.946197
0,426,9,False,-42.114917,-22.945432
0,427,9,False,-42.114563,-22.945639
1,428,9,False,-42.113652,-22.945608
0,429,9,False,-42.119258,-22.946367
1,430,9,False,-42.118795,-22.945235
0,431,-1,False,-42.115851,-22.945899
0,432,9,False,-42.111646,-22.946505
0,433,9,False,-42.111307,-22.947052
0,434,9,False,-42.113904,-22.947082
